linha_original,protocolo,empreendimento,campo,problema,gravidade,recomendacao
1498,79126993,UHE APERTADOS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1499,79877719,UHE APERTADOS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1500,94910684,UHE BAIXO IGUAÇU,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1501,99304839,UHE BAIXO IGUAÇU,data_validade,Licença vencida em 2009-07-25,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1502,77034820,UHE BAIXO IGUAÇU,data_validade,Licença vencida em 2015-06-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1503,135078433,UHE BAIXO IGUAÇU,data_validade,Licença vencida em 2017-08-25,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1504,145864526,UHE BAIXO IGUAÇU,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1505,153453276,UHE BAIXO IGUAÇU,data_validade,Licença vencida em 2019-12-12,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1506,153553742,UHE BAIXO IGUAÇU,data_validade,Licença vencida em 2023-02-04,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1508,48251307,UHE CACHOEIRINHA,data_validade,Licença vencida em 2012-03-12,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1509,79500674,UHE CACHOEIRINHA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1510,3,UHE CANOAS I,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1510,3,UHE CANOAS I,data_protocolo,Data de protocolo ausente,MEDIO,Preencher a data de protocolo do processo
1511,4,UHE CANOAS II,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1511,4,UHE CANOAS II,data_protocolo,Data de protocolo ausente,MEDIO,Preencher a data de protocolo do processo
1512,1,UHE CAPIVARA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1512,1,UHE CAPIVARA,data_protocolo,Data de protocolo ausente,MEDIO,Preencher a data de protocolo do processo
1513,26622514,UHE CEBOLÃO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1514,2,UHE CHAVANTES,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1514,2,UHE CHAVANTES,data_protocolo,Data de protocolo ausente,MEDIO,Preencher a data de protocolo do processo
1515,79877689,UHE COMISSÁRIO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1516,116678462,UHE COMISSÁRIO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1517,79127000,UHE ERCILÂNDIA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1518,79877700,UHE ERCILÂNDIA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1519,79877697,UHE FOZ DO PIQUIRI,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1520,116678470,UHE FOZ DO PIQUIRI,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1522,49477546,UHE FUNDÃO,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1523,87077985,UHE FUNDÃO,data_validade,Licença vencida em 2010-03-31,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1524,77263802,UHE FUNDÃO,data_validade,Licença vencida em 2014-12-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1525,132913897,UHE FUNDÃO,data_validade,Licença vencida em 2018-11-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1526,152152680,UHE FUNDÃO,data_validade,Licença vencida em 2022-09-12,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1528,40187731,UHE GOVERNADOR BENTO MUNHOZ DA ROCHA NETO (FOZ DO AREIA),data_validade,Licença vencida em 2012-06-04,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1529,79498238,UHE GOVERNADOR BENTO MUNHOZ DA ROCHA NETO (FOZ DO AREIA),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1531,218659918,UHE GOVERNADOR BENTO MUNHOZ DA ROCHA NETO (FOZ DO AREIA),data_validade,Licença vencida em 2026-05-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1533,48269915,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),data_validade,Data de validade suspeita (anterior à data de emissão): 2006-12-07,CRITICO,Conferir/corrigir a data de validade (provável erro de digitação ou conversão)
1533,48269915,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1534,96040261,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),data_validade,Licença vencida em 2009-10-28,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1534,96040261,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1535,78408723,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),data_validade,Licença vencida em 2012-09-27,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1535,78408723,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1536,79488216,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),data_validade,Licença vencida em 2014-10-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1536,79488216,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1537,79964204,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),data_validade,Licença vencida em 2013-03-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1537,79964204,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1538,132365440,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),data_validade,Licença vencida em 2019-04-14,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1538,132365440,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1539,157434004,UHE GOVERNADOR JAYME CANET JUNIOR (MAUÁ),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1540,186868390,UHE GOVERNADOR JOSÉ RICHA (SALTO CAXIAS),data_validade,Licença vencida em 2025-10-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1541,15527021,UHE GOVERNADOR JOSÉ RICHA (SALTO CAXIAS),numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1542,46151658,UHE GOVERNADOR JOSÉ RICHA (SALTO CAXIAS),data_validade,Licença vencida em 2008-05-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1543,99289392,UHE GOVERNADOR JOSÉ RICHA (SALTO CAXIAS),data_validade,Licença vencida em 2012-06-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1544,79498220,UHE GOVERNADOR JOSÉ RICHA (SALTO CAXIAS),data_validade,Licença vencida em 2019-12-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1546,38725262,UHE GOVERNADOR NEY AMINTHAS DE BARROS BRAGA (SEGREDO),data_validade,Licença vencida em 2012-06-04,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1547,79498211,UHE GOVERNADOR NEY AMINTHAS DE BARROS BRAGA (SEGREDO),data_validade,Licença vencida em 2019-12-16,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1551,40187723,UHE GOVERNADOR PEDRO VIRIATO PARIGOT DE SOUZA (CAPIVARI/CACHOEIRA),numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1552,53303501,UHE GOVERNADOR PEDRO VIRIATO PARIGOT DE SOUZA (CAPIVARI/CACHOEIRA),data_validade,Licença vencida em 2006-04-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1553,88346890,UHE GOVERNADOR PEDRO VIRIATO PARIGOT DE SOUZA (CAPIVARI/CACHOEIRA),data_validade,Licença vencida em 2009-03-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1554,72690907,UHE GOVERNADOR PEDRO VIRIATO PARIGOT DE SOUZA (CAPIVARI/CACHOEIRA),data_validade,Licença vencida em 2013-09-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1556,226994920,UHE GOVERNADOR PEDRO VIRIATO PARIGOT DE SOUZA (CAPIVARI/CACHOEIRA),data_validade,Licença vencida em 2026-04-07,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1557,49470886,UHE GUARICANA,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1558,93837363,UHE GUARICANA,data_validade,Licença vencida em 2011-07-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1559,78680245,UHE GUARICANA,data_validade,Licença vencida em 2015-06-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1560,135145297,UHE GUARICANA,data_validade,Licença vencida em 2023-05-02,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1561,19.698.031-8,UHE GUARICANA,latitude/longitude,Registro sem coordenada geográfica válida,CRITICO,Verificar e preencher latitude/longitude no Paraná (WGS84)
1563,18988429,UHE OURINHOS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1564,143961222,UHE PARANHOS,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1564,143961222,UHE PARANHOS,latitude/longitude,"Coordenada de baixa precisão (2.0 casas decimais, ~1 km ou pior)",BAIXO,Refinar a coordenada com mais casas decimais (≥5 ≈ metros)
1566,7,UHE ROSANA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1566,7,UHE ROSANA,data_protocolo,Data de protocolo ausente,MEDIO,Preencher a data de protocolo do processo
1567,50371611,UHE SALTO GRANDE (CHOPIM),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1569,6,UHE SALTO GRANDE (PARANAPANEMA),tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1569,6,UHE SALTO GRANDE (PARANAPANEMA),data_protocolo,Data de protocolo ausente,MEDIO,Preencher a data de protocolo do processo
1570,57986093,UHE SALTO OSÓRIO,data_validade,Licença vencida em 2012-06-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1571,79496669,UHE SALTO OSÓRIO,data_validade,Licença vencida em 2019-12-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1573,57986107,UHE SALTO SANTIAGO,data_validade,Licença vencida em 2012-06-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1574,79496677,UHE SALTO SANTIAGO,data_validade,Licença vencida em 2019-12-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1578,135982288,UHE SANTA BRANCA,data_validade,Licença vencida em 2018-01-25,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1579,143868826,UHE SANTA BRANCA,data_validade,Licença vencida em 2020-01-16,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1580,162235699,UHE SANTA BRANCA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1581,49477554,UHE SANTA CLARA,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1581,49477554,UHE SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1582,74803466,UHE SANTA CLARA,data_validade,Licença vencida em 2013-05-07,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1582,74803466,UHE SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1583,79370061,UHE SANTA CLARA,data_validade,Licença vencida em 2017-04-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1583,79370061,UHE SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1584,176285303,UHE SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1585,40197893,UHE SÃO JOÃO,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1586,48251315,UHE SÃO JOÃO,data_validade,Licença vencida em 2012-03-12,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1587,49470444,UHE SÃO JOÃO,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1588,79500682,UHE SÃO JOÃO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1589,143961133,UHE SÃO JORGE,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1589,143961133,UHE SÃO JORGE,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
